Vrsta	Species_binomial	Genus	Statusi	BOLD_ITS2_status
Solenostoma gracillimum (Sm.) R.M. Schust.	Solenostoma gracillimum	Solenostoma		MATCHED
Solenostoma sphaerocarpum (Hook.) Steph.	Solenostoma sphaerocarpum	Solenostoma		MATCHED
Solenostoma subellipticum (Heeg) R.M. Schust.	Solenostoma subellipticum	Solenostoma	14	MATCHED
Solidago canadensis L.	Solidago canadensis	Solidago		MATCHED
Solidago gigantea Aiton	Solidago gigantea	Solidago		MATCHED
Solidago virgaurea L. [s. l.]	Solidago virgaurea	Solidago		MATCHED
Sonchus arvensis L.	Sonchus arvensis	Sonchus		MATCHED
Sonchus asper (L.) Hill [s.l.]	Sonchus asper	Sonchus		MATCHED
Sonchus maritimus L.	Sonchus maritimus	Sonchus		MATCHED
Sonchus oleraceus L.	Sonchus oleraceus	Sonchus		MATCHED
Sonchus palustris L.	Sonchus palustris	Sonchus		MATCHED
Sorbus aria (L.) Crantz [s.str.]	Sorbus aria	Sorbus		MATCHED
Sorbus aucuparia L. [s.l.]	Sorbus aucuparia	Sorbus		MATCHED
Sorbus torminalis (L.) Crantz	Sorbus torminalis	Sorbus		MATCHED
Sorghum halepense (L.) Pers.	Sorghum halepense	Sorghum		MATCHED
Sparganium emersum Rehmann	Sparganium emersum	Sparganium		MATCHED
Sparganium erectum L. [s.str.]	Sparganium erectum	Sparganium		MATCHED
Sparganium natans L.	Sparganium natans	Sparganium	11	MATCHED
Spartium junceum L.	Spartium junceum	Spartium		MATCHED
Spergula arvensis L.	Spergula arvensis	Spergula		MATCHED
Spergularia marina (L.) Besser	Spergularia marina	Spergularia	13	MATCHED
Spergularia media (L.) C. Presl	Spergularia media	Spergularia	13	MATCHED
Spergularia rubra (L.) J. &amp; C. Presl	Spergularia rubra	Spergularia		MATCHED
Sphagnum angustifolium (Russow) C. E. O. Jensen	Sphagnum angustifolium	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum capillifolium (Ehrh.) Hedw.	Sphagnum capillifolium	Sphagnum	9, 25, 27	MATCHED
Sphagnum centrale C. E. O. Jensen	Sphagnum centrale	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum compactum DC.	Sphagnum compactum	Sphagnum	9, 12, 25, 27	MATCHED
Sphagnum contortum Schultz	Sphagnum contortum	Sphagnum	9, 25, 27	MATCHED
Sphagnum cuspidatum Hoffm.	Sphagnum cuspidatum	Sphagnum	9, 25, 27	MATCHED
Sphagnum divinum Flatberg &amp; Hassel	Sphagnum divinum	Sphagnum	9, 25, 27	MATCHED
Sphagnum fallax (H. Klinggr.) H. Klinggr.	Sphagnum fallax	Sphagnum	9, 25, 27	MATCHED
Sphagnum fimbriatum Wilson	Sphagnum fimbriatum	Sphagnum	9, 12, 25, 27	MATCHED
Sphagnum fuscum (Schimp.) H. Klinggr.	Sphagnum fuscum	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum girgensohnii Russow	Sphagnum girgensohnii	Sphagnum	9, 25, 27	MATCHED
Sphagnum inundatum Russow	Sphagnum inundatum	Sphagnum	9, 25, 27	MATCHED
Sphagnum majus (Russow) C. E. O. Jensen	Sphagnum majus	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum medium Limpr.	Sphagnum medium	Sphagnum	9, 25, 27	MATCHED
Sphagnum palustre L.	Sphagnum palustre	Sphagnum	9, 25, 27	MATCHED
Sphagnum papillosum Lindb.	Sphagnum papillosum	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum pulchrum (Braithw.) Warnst.	Sphagnum pulchrum	Sphagnum	9, 13, 25, 27	MATCHED
Sphagnum riparium Ångstr.	Sphagnum riparium	Sphagnum	9, 12, 25, 27	MATCHED
Sphagnum rubellum Wilson	Sphagnum rubellum	Sphagnum	9, 25, 27	MATCHED
Sphagnum russowii Warnst.	Sphagnum russowii	Sphagnum	9, 25, 27	MATCHED
Sphagnum squarrosum Crome	Sphagnum squarrosum	Sphagnum	9, 25, 27	MATCHED
Sphagnum subsecundum Nees	Sphagnum subsecundum	Sphagnum	9, 25, 27	MATCHED
Sphagnum tenellum (Brid.) Bory	Sphagnum tenellum	Sphagnum	9, 13, 25, 27	MATCHED
Sphenolobus minutus (Schreb.) Berggr.	Sphenolobus minutus	Sphenolobus		MATCHED
Spinacia oleracea L.	Spinacia oleracea	Spinacia		MATCHED
Spiraea chamaedryfolia L.	Spiraea chamaedryfolia	Spiraea		MATCHED
Spiraea japonica L. f.	Spiraea japonica	Spiraea		MATCHED
Spiraea media F. Schmidt [s.l.]	Spiraea media	Spiraea	14	MATCHED
Spiraea salicifolia L.	Spiraea salicifolia	Spiraea		MATCHED
Spiranthes spiralis (L.) Chevall.	Spiranthes spiralis	Spiranthes	13, 25, 27	MATCHED
Spirodela polyrhiza (L.) Schleid.	Spirodela polyrhiza	Spirodela	13	MATCHED
Splachnum sphaericum Hedw.	Splachnum sphaericum	Splachnum	12	MATCHED
Sporobolus indicus (L.) R. Br.	Sporobolus indicus	Sporobolus		MATCHED
Sporobolus neglectus Nash	Sporobolus neglectus	Sporobolus		MATCHED
Sporobolus vaginiflorus (Torr. ex A. Gray) Wood	Sporobolus vaginiflorus	Sporobolus		MATCHED
Stachys alpina L.	Stachys alpina	Stachys		MATCHED
Stachys arvensis (L.) L.	Stachys arvensis	Stachys	17	MATCHED
Stachys byzantina K. Koch	Stachys byzantina	Stachys		MATCHED
Stachys germanica L.	Stachys germanica	Stachys		MATCHED
Stachys palustris L.	Stachys palustris	Stachys		MATCHED
Stachys sylvatica L.	Stachys sylvatica	Stachys		MATCHED
Staphylea pinnata L.	Staphylea pinnata	Staphylea		MATCHED
Stegonia latifolia (Schwägr.) Broth.	Stegonia latifolia	Stegonia	12	MATCHED
Stellaria alsine Grimm	Stellaria alsine	Stellaria		MATCHED
Stellaria graminea L.	Stellaria graminea	Stellaria		MATCHED
Stellaria media (L.) Vill. [s.str.]	Stellaria media	Stellaria		MATCHED
Stellaria neglecta Weihe	Stellaria neglecta	Stellaria		MATCHED
Stellaria nemorum L.	Stellaria nemorum	Stellaria		MATCHED
Stellaria pallida (Dumort.) Piré	Stellaria pallida	Stellaria		MATCHED
Stereodon callichrous (Brid.) Brid.	Stereodon callichrous	Stereodon	14	MATCHED
Stereodon hamulosus (Schimp.) Lindb.	Stereodon hamulosus	Stereodon	13	MATCHED
Stereodon pratensis (Spruce) Warnst.	Stereodon pratensis	Stereodon		MATCHED
Sternbergia lutea (L.) Ker Gawl. ex Spreng.	Sternbergia lutea	Sternbergia	10	MATCHED
Straminergon stramineum (Brid.) Hedenäs	Straminergon stramineum	Straminergon	13	MATCHED
Stratiotes aloides L.	Stratiotes aloides	Stratiotes	12	MATCHED
Streblotrichum convolutum (Hedw.) P. Beauv.	Streblotrichum convolutum	Streblotrichum		MATCHED
Streblotrichum enderesii (Garov.) Loeske	Streblotrichum enderesii	Streblotrichum	14	MATCHED
Streptopus amplexifolius (L.) DC.	Streptopus amplexifolius	Streptopus	13	MATCHED
Styphnolobium japonicum (L.) Schott	Styphnolobium japonicum	Styphnolobium		MATCHED
Suaeda maritima (L.) Dumort.	Suaeda maritima	Suaeda	13	MATCHED
Succisa pratensis Moench	Succisa pratensis	Succisa		MATCHED
Succisella inflexa (Kluk) Beck	Succisella inflexa	Succisella	13	MATCHED
Swertia perennis L.	Swertia perennis	Swertia	17	MATCHED
Symphoricarpos albus (L.) Blake	Symphoricarpos albus	Symphoricarpos		MATCHED
Symphyotrichum novi-belgii L.	Symphyotrichum novi-belgii	Symphyotrichum		MATCHED
Symphyotrichum tradescantii (L.) G. L. Nesom	Symphyotrichum tradescantii	Symphyotrichum		MATCHED
Symphytum asperum Lepechin	Symphytum asperum	Symphytum		MATCHED
Symphytum bulbosum Schimp.	Symphytum bulbosum	Symphytum	14	MATCHED
Symphytum officinale L. [s.l.]	Symphytum officinale	Symphytum		MATCHED
Symphytum tuberosum L. [s.l.]	Symphytum tuberosum	Symphytum		MATCHED
Syntrichia laevipila Brid.	Syntrichia laevipila	Syntrichia	12, 13	MATCHED
Syntrichia latifolia (Hartm.) Huebener	Syntrichia latifolia	Syntrichia	12	MATCHED
Syntrichia montana Nees	Syntrichia montana	Syntrichia		MATCHED
Syntrichia norvegica F. Weber	Syntrichia norvegica	Syntrichia		MATCHED
Syntrichia papillosa (Spruce) Spruce	Syntrichia papillosa	Syntrichia	14	MATCHED
Syntrichia ruralis (Hedw.) F. Weber &amp; D. Mohr	Syntrichia ruralis	Syntrichia		MATCHED
Syringa vulgaris L.	Syringa vulgaris	Syringa		MATCHED
Syzygiella autumnalis (DC.) K. Feldberg, Váňa, Hentschel &amp; Heinrichs	Syzygiella autumnalis	Syzygiella		MATCHED
Tagetes erecta L.	Tagetes erecta	Tagetes		MATCHED
Tamarix gallica L.	Tamarix gallica	Tamarix		MATCHED
Tamarix parviflora DC.	Tamarix parviflora	Tamarix		MATCHED
Tanacetum corymbosum (L.) Sch. Bip. [s.l.]	Tanacetum corymbosum	Tanacetum		MATCHED
Tanacetum macrophyllum (Waldst. &amp; Kit.) Sch. Bip.	Tanacetum macrophyllum	Tanacetum	14	MATCHED
Tanacetum parthenium (L.) Sch. Bip.	Tanacetum parthenium	Tanacetum		MATCHED
Tanacetum vulgare L.	Tanacetum vulgare	Tanacetum		MATCHED
Taraxacum alpinum (Hoppe) Hegetschw. &amp; Heer	Taraxacum alpinum	Taraxacum		MATCHED
Taraxacum erythrospermum Andrz. ex Besser	Taraxacum erythrospermum	Taraxacum		MATCHED
Taraxacum laevigatum (Willd.) DC.	Taraxacum laevigatum	Taraxacum		MATCHED
Taraxacum officinale Weber [s.l.]	Taraxacum officinale	Taraxacum		MATCHED
Taraxacum serotinum (Waldst. &amp; Kit.) Poir.	Taraxacum serotinum	Taraxacum		MATCHED
Taxiphyllum wissgrillii (Garov.) Wijk &amp; Margad.	Taxiphyllum wissgrillii	Taxiphyllum		MATCHED
Taxodium distichum (L.) Rich.	Taxodium distichum	Taxodium		MATCHED
Taxus baccata L.	Taxus baccata	Taxus	18, 25	MATCHED
Telekia speciosa (Schreb.) Baumg.	Telekia speciosa	Telekia		MATCHED
Tephroseris crispa (Jacq.) Rchb.	Tephroseris crispa	Tephroseris		MATCHED
Tephroseris integrifolia (L.) Holub	Tephroseris integrifolia	Tephroseris		MATCHED
Tetraphis pellucida Hedw.	Tetraphis pellucida	Tetraphis		MATCHED
Tetraplodon mnioides (Hedw.) Bruch &amp; Schimp.	Tetraplodon mnioides	Tetraplodon	12	MATCHED
Tetrodontium brownianum (Dicks.) Schwägr.	Tetrodontium brownianum	Tetrodontium	12	MATCHED
Teucrium botrys L.	Teucrium botrys	Teucrium		MATCHED
Teucrium capitatum L.	Teucrium capitatum	Teucrium		MATCHED
Teucrium chamaedrys L.	Teucrium chamaedrys	Teucrium		MATCHED
Teucrium montanum L.	Teucrium montanum	Teucrium		MATCHED
Teucrium scordium L.	Teucrium scordium	Teucrium	13	MATCHED
Teucrium scorodonia L.	Teucrium scorodonia	Teucrium		MATCHED
Thalictrum aquilegiifolium L.	Thalictrum aquilegiifolium	Thalictrum		MATCHED
Thalictrum flavum L.	Thalictrum flavum	Thalictrum		MATCHED
Thalictrum lucidum L.	Thalictrum lucidum	Thalictrum		MATCHED
Thalictrum minus L. [s.l.]	Thalictrum minus	Thalictrum		MATCHED
Thalictrum simplex L. [s.l.]	Thalictrum simplex	Thalictrum	13	MATCHED
Thamnobryum alopecurum (Hedw.) Gangulee	Thamnobryum alopecurum	Thamnobryum		MATCHED
Thelypteris palustris Schott	Thelypteris palustris	Thelypteris	13	MATCHED
Thesium alpinum L.	Thesium alpinum	Thesium		MATCHED
Thladiantha dubia Bunge	Thladiantha dubia	Thladiantha		MATCHED
Thlaspi arvense L.	Thlaspi arvense	Thlaspi		MATCHED
Thuidium assimile (Mitt.) A. Jaeger	Thuidium assimile	Thuidium		MATCHED
Thuidium delicatulum (Hedw.) Schimp.	Thuidium delicatulum	Thuidium		MATCHED
Thuidium recognitum (Hedw.) Lindb.	Thuidium recognitum	Thuidium		MATCHED
Thuidium tamariscinum (Hedw.) Schimp.	Thuidium tamariscinum	Thuidium		MATCHED
Thuja occidentalis L.	Thuja occidentalis	Thuja		MATCHED
Thujopsis dolabrata (Thunb. ex L.f.) Siebold &amp; Zucc.	Thujopsis dolabrata	Thujopsis		MATCHED
Thymus praecox Opiz	Thymus praecox	Thymus		MATCHED
Thymus pulegioides L.	Thymus pulegioides	Thymus		MATCHED
Thymus serpyllum L.	Thymus serpyllum	Thymus		MATCHED
Thymus vulgaris L.	Thymus vulgaris	Thymus		MATCHED
Tilia cordata Mill.	Tilia cordata	Tilia		MATCHED
Tilia platyphyllos Scop.	Tilia platyphyllos	Tilia		MATCHED
Timmia bavarica Hessl.	Timmia bavarica	Timmia		MATCHED
Timmia norvegica J. E. Zetterst.	Timmia norvegica	Timmia		MATCHED
Timmiella anomala (Bruch &amp; Schimp.) Limpr.	Timmiella anomala	Timmiella	12	MATCHED
Tomentypnum nitens (Hedw.) Loeske	Tomentypnum nitens	Tomentypnum		MATCHED
Tordylium apulum L.	Tordylium apulum	Tordylium	17	MATCHED
Tordylium maximum L.	Tordylium maximum	Tordylium	17	MATCHED
Torilis arvensis (Huds.) Link [s.l.]	Torilis arvensis	Torilis		MATCHED
Torilis japonica (Houtt.) DC.	Torilis japonica	Torilis		MATCHED
Torilis nodosa (L.) Gaertn.	Torilis nodosa	Torilis		MATCHED
Torreya nucifera (L.) Siebold &amp; Zucc.	Torreya nucifera	Torreya		MATCHED
Tortella densa (Lorentz &amp; Molendo) Crundw. &amp; Nyholm	Tortella densa	Tortella	14	MATCHED
Tortella fragilis (Drumm.) Limpr.	Tortella fragilis	Tortella		MATCHED
Tortella humilis (Hedw.) Jenn.	Tortella humilis	Tortella	14	MATCHED
Tortella inclinata (R. Hedw.) Limpr.	Tortella inclinata	Tortella		MATCHED
Tortella inflexa (Bruch) Broth.	Tortella inflexa	Tortella	13	MATCHED
Tortella nitida (Lindb.) Broth.	Tortella nitida	Tortella		MATCHED
Tortella tortuosa (Hedw.) Limpr.	Tortella tortuosa	Tortella		MATCHED
Tortula acaulon (With.) R. H. Zander	Tortula acaulon	Tortula		MATCHED
Tortula atrovirens (Sm.) Lindb.	Tortula atrovirens	Tortula	12	MATCHED
Tortula canescens Mont.	Tortula canescens	Tortula	13	MATCHED
Tortula caucasica Broth.	Tortula caucasica	Tortula		MATCHED
Tortula cernua (Huebener) Lindb.	Tortula cernua	Tortula	11	MATCHED
Tortula hoppeana (Schultz) Ochyra	Tortula hoppeana	Tortula		MATCHED
Tortula inermis (Brid.) Mont.	Tortula inermis	Tortula	14	MATCHED
Tortula laureri (Schultz) Lindb.	Tortula laureri	Tortula	13	MATCHED
Tortula lindbergii Broth.	Tortula lindbergii	Tortula		MATCHED
Tortula mucronifolia Schwägr.	Tortula mucronifolia	Tortula	14	MATCHED
Tortula muralis Hedw.	Tortula muralis	Tortula		MATCHED
Tortula protobryoides R. H. Zander	Tortula protobryoides	Tortula	13	MATCHED
Tortula schimperi M. J. Cano, O. Werner &amp; J. Guerra	Tortula schimperi	Tortula		MATCHED
Tortula subulata Hedw.	Tortula subulata	Tortula		MATCHED
Tortula truncata (Hedw.) Mitt.	Tortula truncata	Tortula	14	MATCHED
Tozzia alpina L.	Tozzia alpina	Tozzia		MATCHED
Trachycarpus fortunei (Hook.) H.Wendl.	Trachycarpus fortunei	Trachycarpus		MATCHED
Tragopogon dubius Scop.	Tragopogon dubius	Tragopogon		MATCHED
Tragopogon porrifolius L.	Tragopogon porrifolius	Tragopogon	13	MATCHED
Tragopogon pratensis L. [s.l.]	Tragopogon pratensis	Tragopogon		MATCHED
Tragus racemosus All.	Tragus racemosus	Tragus	14	MATCHED
Trapa natans L.	Trapa natans	Trapa	13, 51	MATCHED
Tribulus terrestris L.	Tribulus terrestris	Tribulus	10	MATCHED
Trichocolea tomentella (Ehrh.) Dumort.	Trichocolea tomentella	Trichocolea		MATCHED
Trichodon cylindricus (Hedw.) Schimp.	Trichodon cylindricus	Trichodon		MATCHED
Trichophorum alpinum (L.) Pers.	Trichophorum alpinum	Trichophorum	13	MATCHED
Trichophorum cespitosum (L.) Hartm.	Trichophorum cespitosum	Trichophorum	13	MATCHED
Trichostomum brachydontium Bruch	Trichostomum brachydontium	Trichostomum		MATCHED
Trichostomum crispulum Bruch	Trichostomum crispulum	Trichostomum		MATCHED
Trifolium alpestre L.	Trifolium alpestre	Trifolium		MATCHED
Trifolium angustifolium L.	Trifolium angustifolium	Trifolium		MATCHED
Trifolium arvense L.	Trifolium arvense	Trifolium		MATCHED
Trifolium aureum Pollich	Trifolium aureum	Trifolium		MATCHED
Trifolium campestre Schreb.	Trifolium campestre	Trifolium		MATCHED
Trifolium cherleri L.	Trifolium cherleri	Trifolium	10	MATCHED
Trifolium dubium Sibth.	Trifolium dubium	Trifolium		MATCHED
Trifolium fragiferum L. [s.l.]	Trifolium fragiferum	Trifolium		MATCHED
Trifolium hybridum L.	Trifolium hybridum	Trifolium		MATCHED
Trifolium incarnatum L. [s.l.]	Trifolium incarnatum	Trifolium		MATCHED
Trifolium medium L. [s.l.]	Trifolium medium	Trifolium		MATCHED
Trifolium montanum L.	Trifolium montanum	Trifolium		MATCHED
Trifolium ochroleucon Huds.	Trifolium ochroleucon	Trifolium		MATCHED
Trifolium pannonicum Jacq.	Trifolium pannonicum	Trifolium	14	MATCHED
Trifolium pratense L. [s.l.]	Trifolium pratense	Trifolium		MATCHED
Trifolium repens L.	Trifolium repens	Trifolium		MATCHED
Trifolium resupinatum L.	Trifolium resupinatum	Trifolium	12	MATCHED
Trifolium scabrum L.	Trifolium scabrum	Trifolium		MATCHED
Trifolium spadiceum L.	Trifolium spadiceum	Trifolium	14	MATCHED
Trifolium squamosum L.	Trifolium squamosum	Trifolium	17	MATCHED
Trifolium striatum L.	Trifolium striatum	Trifolium	17	MATCHED
Trifolium subterraneum L.	Trifolium subterraneum	Trifolium	10	MATCHED
Trigonella caerulea (L.) Ser.	Trigonella caerulea	Trigonella		MATCHED
Trilophozia quinquedentata (Huds.) Bakalin	Trilophozia quinquedentata	Trilophozia		MATCHED
Trinia glauca (L.) Dumort.	Trinia glauca	Trinia		MATCHED
Trisetum flavescens (L.) P. Beauv.	Trisetum flavescens	Trisetum		MATCHED
Trisetum spicatum (L.) K. Richt. [s.l.]	Trisetum spicatum	Trisetum	14	MATCHED
Triticum aestivum L. em. Fiori &amp; Paol.	Triticum aestivum	Triticum		MATCHED
Tritomaria exsecta (Schrad.) Loeske	Tritomaria exsecta	Tritomaria		MATCHED
Tritomaria exsectiformis (Breidl.) Loeske	Tritomaria exsectiformis	Tritomaria		MATCHED
Trollius europaeus L.	Trollius europaeus	Trollius		MATCHED
Tropaeolum majus L.	Tropaeolum majus	Tropaeolum		MATCHED
Tsuga canadensis (L.) Carrière	Tsuga canadensis	Tsuga		MATCHED
Tsuga heterophylla (Raf.) Sarg.	Tsuga heterophylla	Tsuga		MATCHED
Tsuga sieboldii Carrière	Tsuga sieboldii	Tsuga		MATCHED
Turgenia latifolia (L.) Hoffm.	Turgenia latifolia	Turgenia		MATCHED
Tussilago farfara L.	Tussilago farfara	Tussilago		MATCHED
Typha latifolia L.	Typha latifolia	Typha		MATCHED
Ulex europaeus L.	Ulex europaeus	Ulex		MATCHED
Ulmus glabra Huds.	Ulmus glabra	Ulmus		MATCHED
Ulmus laevis Pall.	Ulmus laevis	Ulmus		MATCHED
Ulmus minor Mill.	Ulmus minor	Ulmus		MATCHED
Ulota coarctata (P. Beauv.) Hammar	Ulota coarctata	Ulota		MATCHED
Ulota crispa (Hedw.) Brid.	Ulota crispa	Ulota		MATCHED
Ulothrix zonata (F. Weber &amp; Mohr) Kützing, 1833	Ulothrix zonata	Ulothrix		MATCHED
Ulva clathrata (Roth) C. Agardh, 1811	Ulva clathrata	Ulva		MATCHED
Ulva compressa Linnaeus, 1753	Ulva compressa	Ulva		MATCHED
Ulva intestinalis Linnaeus, 1753	Ulva intestinalis	Ulva		MATCHED
Ulva prolifera O.F. Müller, 1778	Ulva prolifera	Ulva		MATCHED
Ulva rigida C. Agardh, 1823	Ulva rigida	Ulva		MATCHED
Urospermum picroides (L.) Desf.	Urospermum picroides	Urospermum	14	MATCHED
Urtica dioica L.	Urtica dioica	Urtica		MATCHED
Urtica urens L.	Urtica urens	Urtica		MATCHED
Utricularia australis R. Br.	Utricularia australis	Utricularia	12	MATCHED
Utricularia intermedia Hayne	Utricularia intermedia	Utricularia	13	MATCHED
Utricularia minor L.	Utricularia minor	Utricularia	13	MATCHED
Utricularia vulgaris L.	Utricularia vulgaris	Utricularia	13	MATCHED
Vaccinium corymbosum L.	Vaccinium corymbosum	Vaccinium		MATCHED
Vaccinium myrtillus L.	Vaccinium myrtillus	Vaccinium		MATCHED
Vaccinium uliginosum L.	Vaccinium uliginosum	Vaccinium	13	MATCHED
Vaccinium vitis-idaea L.	Vaccinium vitis-idaea	Vaccinium		MATCHED
Valeriana dioica L.	Valeriana dioica	Valeriana		MATCHED
Valeriana officinalis L. [s.str.]	Valeriana officinalis	Valeriana		MATCHED
Valerianella carinata Loisel.	Valerianella carinata	Valerianella		MATCHED
Valerianella dentata (L.) Pollich	Valerianella dentata	Valerianella		MATCHED
Valerianella locusta (L.) Laterr.	Valerianella locusta	Valerianella		MATCHED
Valerianella rimosa Van Bast.	Valerianella rimosa	Valerianella		MATCHED
Veratrum album L. [s.l.]	Veratrum album	Veratrum		MATCHED
Veratrum nigrum L.	Veratrum nigrum	Veratrum	13	MATCHED
Verbascum blattaria L.	Verbascum blattaria	Verbascum		MATCHED
Verbascum nigrum L.	Verbascum nigrum	Verbascum		MATCHED
Verbascum phlomoides L.	Verbascum phlomoides	Verbascum		MATCHED
Verbascum phoeniceum L.	Verbascum phoeniceum	Verbascum		MATCHED
Verbascum pulverulentum Vill.	Verbascum pulverulentum	Verbascum		MATCHED
Verbascum thapsus L.	Verbascum thapsus	Verbascum		MATCHED
Verbena officinalis L.	Verbena officinalis	Verbena		MATCHED
Veronica agrestis L.	Veronica agrestis	Veronica		MATCHED
Veronica alpina L.	Veronica alpina	Veronica		MATCHED
Veronica anagallis-aquatica L.	Veronica anagallis-aquatica	Veronica		MATCHED
Veronica arvensis L.	Veronica arvensis	Veronica		MATCHED
Veronica beccabunga L.	Veronica beccabunga	Veronica		MATCHED
Veronica catenata Pennell	Veronica catenata	Veronica	13	MATCHED
Veronica chamaedrys L.	Veronica chamaedrys	Veronica		MATCHED
Veronica filiformis Sm.	Veronica filiformis	Veronica		MATCHED
Veronica fruticans Jacq.	Veronica fruticans	Veronica		MATCHED
Veronica hederifolia L. [s.str.]	Veronica hederifolia	Veronica		MATCHED
Veronica montana L.	Veronica montana	Veronica		MATCHED
Veronica officinalis L.	Veronica officinalis	Veronica		MATCHED
Veronica peregrina L. [s.l.]	Veronica peregrina	Veronica		MATCHED
Veronica persica Poir.	Veronica persica	Veronica		MATCHED
Veronica polita Fr.	Veronica polita	Veronica		MATCHED
Veronica praecox All.	Veronica praecox	Veronica	17	MATCHED
Veronica scutellata L.	Veronica scutellata	Veronica	13	MATCHED
Veronica serpyllifolia L. [s.l.]	Veronica serpyllifolia	Veronica		MATCHED
Veronica triloba (Opiz) Kern.	Veronica triloba	Veronica		MATCHED
Veronica triphyllos L.	Veronica triphyllos	Veronica		MATCHED
Veronica verna L.	Veronica verna	Veronica	17	MATCHED
Viburnum lantana L.	Viburnum lantana	Viburnum		MATCHED
Viburnum opulus L.	Viburnum opulus	Viburnum		MATCHED
Viburnum rhytidophyllum Hemsl.	Viburnum rhytidophyllum	Viburnum		MATCHED
Viburnum tinus L.	Viburnum tinus	Viburnum		MATCHED
Vicia articulata Hornem.	Vicia articulata	Vicia		MATCHED
Vicia bithynica (L.) L.	Vicia bithynica	Vicia		MATCHED
Vicia cassubica L.	Vicia cassubica	Vicia		MATCHED
Vicia cracca L.	Vicia cracca	Vicia		MATCHED
Vicia dumetorum L.	Vicia dumetorum	Vicia		MATCHED
Vicia ervilia (L.) Willd.	Vicia ervilia	Vicia		MATCHED
Vicia faba L.	Vicia faba	Vicia		MATCHED
Vicia grandiflora Scop. [s.l.]	Vicia grandiflora	Vicia		MATCHED
Vicia hirsuta (L.) Gray	Vicia hirsuta	Vicia		MATCHED
Vicia incana Gouan	Vicia incana	Vicia		MATCHED
Vicia lathyroides L.	Vicia lathyroides	Vicia		MATCHED
Vicia lutea L.	Vicia lutea	Vicia		MATCHED
Vicia onobrychioides L.	Vicia onobrychioides	Vicia		MATCHED
Vicia pannonica Crantz	Vicia pannonica	Vicia		MATCHED
Vicia peregrina L.	Vicia peregrina	Vicia	14	MATCHED
Vicia pisiformis L.	Vicia pisiformis	Vicia		MATCHED
Vicia sativa L. [s.str.]	Vicia sativa	Vicia		MATCHED
Vicia sepium L.	Vicia sepium	Vicia		MATCHED
Vicia sylvatica L.	Vicia sylvatica	Vicia		MATCHED
Vicia tenuifolia Roth	Vicia tenuifolia	Vicia		MATCHED
Vicia tetrasperma (L.) Schreb.	Vicia tetrasperma	Vicia		MATCHED
Vicia villosa Roth [s.str.]	Vicia villosa	Vicia		MATCHED
Vinca major L.	Vinca major	Vinca		MATCHED
Vinca minor L.	Vinca minor	Vinca		MATCHED
Vincetoxicum hirundinaria Medik. [s.l.]	Vincetoxicum hirundinaria	Vincetoxicum		MATCHED
Viola alba Besser [s.l.]	Viola alba	Viola		MATCHED
Viola arvensis Murray	Viola arvensis	Viola		MATCHED
Viola biflora L.	Viola biflora	Viola		MATCHED
Viola canina L. [s.l.]	Viola canina	Viola		MATCHED
Viola collina Besser	Viola collina	Viola		MATCHED
Viola hirta L.	Viola hirta	Viola		MATCHED
Viola kitaibeliana Schult.	Viola kitaibeliana	Viola		MATCHED
