ASV,Total_reads,LME1634,LME1635,LME1636,LME1637,LME1646,LME1652,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Accepted_rank,Accepted_confidence,Strand
ASV341,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.96,Rubiaceae,0.95,,0.48,,0.29,Family,0.95,+
ASV342,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.75,,0.7,,0.18,,,Class,1.0,-
ASV343,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,0.99,Pinaceae,0.99,Abies,0.96,,,Genus,0.96,+
ASV344,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.39,,0.31,,0.12,,0.06,Class,1.0,+
ASV345,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.79,,0.79,,0.71,,,Class,1.0,-
ASV346,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Gentianales,0.96,Rubiaceae,0.95,,0.41,,,Family,0.95,+
ASV347,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Celastrales,0.82,Celastraceae,0.82,,0.16,,0.16,Family,0.82,+
ASV35,1683,0,0,0,0,0,0,0,0,0,0,1683,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.65,,,,,Class,1.0,-
ASV350,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,1.0,Salicaceae,1.0,Salix,0.98,,0.72,Genus,0.98,+
ASV351,9,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.99,Poaceae,0.86,,0.27,,0.14,Family,0.86,+
ASV352,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.74,,0.7,,0.19,,,Class,1.0,-
ASV353,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.61,,0.37,,0.1,,0.1,Class,1.0,+
ASV354,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Fabales,0.96,Fabaceae,0.96,,0.43,,0.43,Family,0.96,+
ASV355,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.76,,0.76,,0.16,,0.15,Class,1.0,+
ASV356,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Cyperaceae,1.0,Carex,0.98,,0.69,Genus,0.98,-
ASV357,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.74,,0.71,,0.19,,,Class,1.0,-
ASV358,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.99,Pinales,0.96,Pinaceae,0.96,Abies,0.95,,,Genus,0.95,+
ASV359,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.98,Cupressales,0.98,Cupressaceae,0.98,,0.49,,,Family,0.98,+
ASV36,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,Rosaceae,0.81,,0.19,,,Family,0.81,+
ASV360,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,0.94,,0.79,,0.27,,0.19,,0.1,,,Phylum,0.94,+
ASV361,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.41,,0.17,,0.17,,0.17,Class,1.0,-
ASV362,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.7,,0.68,,0.38,,,Class,1.0,+
ASV363,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.54,,0.54,,0.54,,0.21,Class,1.0,-
ASV364,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,,0.39,,0.36,,0.36,,0.28,,0.17,Phylum,1.0,+
ASV365,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Liliales,1.0,Liliaceae,1.0,,0.71,,,Family,1.0,+
ASV366,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.96,Juncaceae,0.96,Luzula,0.96,,0.74,Genus,0.96,+
ASV367,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,1.0,Poaceae,1.0,,0.31,,0.31,Family,1.0,-
ASV368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Eukaryota,1.0,Streptophyta,0.97,,0.73,,0.14,,0.07,,0.04,,0.04,Phylum,0.97,+
ASV37,1498,0,0,0,0,0,0,0,0,1498,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.62,,0.44,,0.36,,0.19,Class,1.0,+
ASV39,1392,0,0,0,0,0,0,0,0,0,0,0,0,1392,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.65,,0.54,,0.44,,0.21,Class,1.0,+
ASV4,10830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10830,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.56,,0.54,,,,,Class,1.0,-
ASV40,1361,0,0,1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,,0.78,,0.23,,,Order,0.81,+
ASV41,1288,0,0,0,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.65,,0.18,,,Class,1.0,+
ASV42,1259,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.78,,0.77,,0.15,,0.07,Class,1.0,+
ASV43,1198,0,0,0,0,0,0,0,0,0,0,1198,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.71,,0.63,,0.24,,,Class,1.0,+
ASV44,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Juncaceae,0.98,Luzula,0.98,Luzula acuminata,0.93,Species,0.93,-
ASV45,1128,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Lamiaceae,0.98,,0.43,,0.43,Family,0.98,+
ASV46,1119,0,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.39,,0.38,,0.28,,,Class,1.0,-
ASV47,1119,0,0,0,0,0,0,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.54,,0.46,,0.23,Class,1.0,+
ASV48,1038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1038,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.81,Rosaceae,0.8,,0.25,,,Family,0.8,+
ASV49,1033,0,0,1033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.8,,0.74,,0.21,,,Order,0.8,+
ASV5,10562,0,0,0,0,10562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.78,,0.76,,,,,Class,1.0,+
ASV51,959,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.46,,0.46,Family,1.0,+
ASV52,885,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.38,,0.38,Family,1.0,+
ASV53,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.97,Lamiaceae,0.97,,0.4,,0.4,Family,0.97,+
ASV54,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Rosales,0.8,,0.75,,0.2,,,Order,0.8,+
ASV55,787,0,0,61,0,0,0,124,0,77,0,0,0,0,525,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Cyperaceae,0.98,Carex,0.97,,0.48,Genus,0.97,+
ASV56,774,0,0,774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.97,Juncaceae,0.97,Luzula,0.97,Luzula acuminata,0.95,Species,0.95,-
ASV57,717,0,0,0,0,0,0,0,717,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,1.0,Pinaceae,1.0,Picea,0.92,,,Genus,0.92,+
ASV58,705,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Orobanchaceae,0.97,Lathraea,0.95,Lathraea squamaria,0.95,Species,0.95,+
ASV59,698,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.61,,0.61,,0.5,,0.5,Class,1.0,+
ASV6,9494,0,0,0,0,0,9494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.77,,0.75,,0.16,,0.15,Class,1.0,+
ASV60,693,0,0,0,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.67,,0.47,,0.43,,0.2,Class,1.0,+
ASV61,682,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.74,,0.59,,0.47,,0.24,Class,1.0,+
ASV63,642,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.51,,0.51,,0.17,,0.17,Class,1.0,+
ASV64,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.19,,0.14,,0.14,,,Class,1.0,+
ASV65,615,0,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.5,,0.43,,0.32,Class,1.0,+
ASV67,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.97,Juncaceae,0.97,Luzula,0.96,Luzula acuminata,0.94,Species,0.94,-
ASV68,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.81,,0.77,,0.76,,0.16,Order,0.81,+
ASV69,581,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.58,,0.48,,0.39,,0.26,Class,1.0,+
ASV7,8727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8727,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.69,,0.67,,,,,Class,1.0,+
ASV72,551,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.72,,0.72,,0.21,,0.21,Class,1.0,+
ASV75,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,0.98,,0.42,,0.42,Family,0.98,+
ASV76,511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Ericales,0.86,Primulaceae,0.84,,0.43,,0.4,Family,0.84,+
ASV77,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.62,,0.58,,,,,Class,1.0,+
ASV78,482,0,0,0,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.39,,0.39,Family,1.0,+
ASV79,475,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,1.0,,0.37,,,Family,1.0,+
ASV8,8081,0,0,0,0,0,0,0,8081,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.69,,0.52,,0.44,,0.29,Class,1.0,+
ASV80,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Lamiaceae,0.99,,0.45,,0.45,Family,0.99,+
ASV81,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,0.99,,0.35,,0.35,Family,0.99,+
ASV82,429,0,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.85,Violaceae,0.84,Viola,0.8,,0.17,Genus,0.8,+
ASV83,404,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.86,Juncaceae,0.85,Luzula,0.82,,,Genus,0.82,+
ASV84,399,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,1.0,Pinaceae,1.0,Abies,1.0,,,Genus,1.0,+
ASV85,398,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,1.0,Pinales,0.99,Pinaceae,0.99,Abies,0.98,,,Genus,0.98,+
ASV86,365,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.69,,0.68,,0.16,,0.05,Class,1.0,+
ASV87,352,0,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Ericales,0.81,Primulaceae,0.8,,0.53,,0.49,Family,0.8,+
ASV89,342,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.83,,0.79,,0.76,,,Order,0.83,+
ASV9,7732,0,0,0,0,0,0,0,0,0,0,0,0,0,7732,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.68,,0.51,,0.41,,0.24,Class,1.0,+
ASV90,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Ericales,0.82,Primulaceae,0.81,,0.49,,0.49,Family,0.81,+
ASV91,329,0,0,0,0,0,0,329,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.55,,0.49,,,,,Class,1.0,-
ASV92,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.82,Violaceae,0.8,,0.77,,0.19,Family,0.8,+
ASV93,327,0,0,204,105,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.99,Cyperaceae,0.98,Carex,0.96,,0.43,Genus,0.96,+
ASV94,322,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,0.99,Lamiaceae,0.99,,0.34,,,Family,0.99,+
ASV95,321,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Malpighiales,0.83,Violaceae,0.8,,0.76,,0.25,Family,0.8,+
ASV96,315,0,0,0,0,0,0,0,0,0,0,0,0,315,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,,0.48,,0.43,,0.43,,0.32,Class,1.0,+
ASV97,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,Eukaryota,1.0,Streptophyta,1.0,Pinopsida,0.99,Pinales,0.98,Pinaceae,0.98,Abies,0.98,,,Genus,0.98,+
ASV98,300,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Poales,0.98,Cyperaceae,0.97,Carex,0.96,,0.54,Genus,0.96,+
ASV99,299,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,1.0,Streptophyta,1.0,Magnoliopsida,1.0,Lamiales,1.0,Lamiaceae,0.98,,0.37,,,Family,0.98,+
