ASV_ID,LME1634,LME1635,LME1636,LME1637,LME1646,LME1652,LME1656,LME1663,LME1668,LME1670,LME1679,LME1689,LME1692,LME1695,LME1698,LME1701,LME1702,LME1705,LME1708,LME1714,Kingdom,Kingdom_confidence,Phylum,Phylum_confidence,Class,Class_confidence,Order,Order_confidence,Family,Family_confidence,Genus,Genus_confidence,Species,Species_confidence,Strand,Deepest_rank,Deepest_taxon,Accepted_taxonomy
ASV1,2026,0,6271,1824,9042,13361,7361,2250,0,9615,0,3079,10423,18139,17136,18156,17408,23781,14565,8496,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.87,Thelebolales,0.87,Thelebolaceae,0.87,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV10,0,3001,299,1554,307,69,0,0,0,168,300,47,109,0,0,0,0,384,219,55,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.97,Lasiosphaeriaceae,0.84,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV100,0,0,0,0,0,0,0,177,0,39,8,57,0,0,0,0,0,0,0,26,Fungi,1.00,Basidiomycota,1.00,Cystobasidiomycetes,1.00,Cystobasidiales,1.00,Cystobasidiaceae,1.00,Cystobasidium,1.00,,,-,Genus,Cystobasidium,"k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium"
ASV101,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,1.00,Penicillium_chrysogenum,0.96,+,Species,Penicillium_chrysogenum,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium_chrysogenum"
ASV102,0,0,0,0,0,129,0,0,0,173,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV103,0,41,0,235,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.82,Pleosporales,0.82,Pleosporales_incertae_sedis,0.82,Coniothyrium,0.82,Coniothyrium_fuckelii,0.82,+,Species,Coniothyrium_fuckelii,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporales_incertae_sedis,g:Coniothyrium,s:Coniothyrium_fuckelii"
ASV105,0,55,0,106,0,0,0,9,0,0,95,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Cystofilobasidiales,1.00,,,Cystofilobasidium,1.00,Cystofilobasidium_capitatum,1.00,-,Species,Cystofilobasidium_capitatum,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,g:Cystofilobasidium,s:Cystofilobasidium_capitatum"
ASV107,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.99,Microascales,0.99,Microascaceae,0.99,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV108,0,0,0,0,13,20,0,0,0,0,0,0,0,42,0,8,0,37,135,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.86,,,,,,,,,+,Class,Sordariomycetes,"k:Fungi,p:Ascomycota,c:Sordariomycetes"
ASV109,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV11,0,1567,85,684,962,215,52,0,0,140,0,0,853,273,512,28,0,76,241,96,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.96,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV110,0,83,0,19,0,75,0,4,0,0,64,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,1.00,Diatrypaceae,1.00,,,,,+,Family,Diatrypaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae"
ASV111,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV112,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Microascales,1.00,Microascaceae,1.00,,,,,+,Family,Microascaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae"
ASV114,171,21,0,12,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,1.00,Ascomycota_order_incertae_sedis,1.00,Cephalothecaceae,1.00,,,,,+,Family,Cephalothecaceae,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Cephalothecaceae"
ASV115,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV116,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Phallales,1.00,Phallaceae,1.00,Phallus,1.00,Phallus_impudicus,1.00,+,Species,Phallus_impudicus,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Phallales,f:Phallaceae,g:Phallus,s:Phallus_impudicus"
ASV118,0,51,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Pleosporales,1.00,,,Phoma,0.94,Phoma_macrostoma,0.94,+,Species,Phoma_macrostoma,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Phoma,s:Phoma_macrostoma"
ASV119,0,0,0,0,0,0,0,104,0,0,113,0,0,0,0,0,0,0,0,0,Fungi,1.00,Mucoromycota,1.00,Mucoromycetes,1.00,Mucorales,1.00,Pilobolaceae,1.00,Pilobolus,1.00,Pilobolus_crystallinus,1.00,+,Species,Pilobolus_crystallinus,"k:Fungi,p:Mucoromycota,c:Mucoromycetes,o:Mucorales,f:Pilobolaceae,g:Pilobolus,s:Pilobolus_crystallinus"
ASV12,0,0,2597,0,0,0,0,0,0,0,0,0,0,2827,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Psathyrellaceae,0.83,Coprinopsis,0.80,,,+,Genus,Coprinopsis,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis"
ASV120,0,25,0,89,0,0,0,0,100,0,0,0,0,2,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV121,0,27,0,15,0,135,0,0,0,0,29,0,0,0,0,4,0,0,2,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,1.00,Capnodiales,1.00,Davidiellaceae,1.00,Cladosporium,1.00,Cladosporium_variabile,0.82,+,Species,Cladosporium_variabile,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium,s:Cladosporium_variabile"
ASV122,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,1.00,Eurotiales,1.00,Trichocomaceae,1.00,Penicillium,0.95,Penicillium_concentricum,0.80,+,Species,Penicillium_concentricum,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Eurotiales,f:Trichocomaceae,g:Penicillium,s:Penicillium_concentricum"
ASV123,0,0,0,0,11,33,157,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.98,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV125,0,50,0,66,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV126,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.95,Saccharomycetes,0.91,Saccharomycetales,0.91,Saccharomycetaceae,0.90,Pichia,0.90,Pichia_fermentans,0.90,+,Species,Pichia_fermentans,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Pichia,s:Pichia_fermentans"
ASV127,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV128,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Ascomycota_class_incertae_sedis,1.00,Ascomycota_order_incertae_sedis,1.00,Pseudeurotiaceae,1.00,Pseudogymnoascus,1.00,,,+,Genus,Pseudogymnoascus,"k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Pseudeurotiaceae,g:Pseudogymnoascus"
ASV129,0,0,0,0,0,0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.87,Saccharomycetes,0.85,Saccharomycetales,0.85,Dipodascaceae,0.84,,,,,+,Family,Dipodascaceae,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae"
ASV13,0,409,316,195,0,528,1655,34,0,208,368,0,111,1365,42,0,0,0,165,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV130,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV131,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV132,0,0,0,0,0,0,152,19,0,16,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Filobasidiales,0.96,Filobasidiaceae,0.96,Naganishia,0.96,Naganishia_albida,0.96,+,Species,Naganishia_albida,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Filobasidiales,f:Filobasidiaceae,g:Naganishia,s:Naganishia_albida"
ASV133,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV134,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.95,Saccharomycetes,0.94,Saccharomycetales,0.94,Dipodascaceae,0.94,Geotrichum,0.85,Geotrichum_candidum,0.85,+,Species,Geotrichum_candidum,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Geotrichum,s:Geotrichum_candidum"
ASV135,0,0,0,66,0,0,0,20,0,0,100,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Diaporthales,1.00,Valsaceae,1.00,Cytospora,0.81,,,+,Genus,Cytospora,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Cytospora"
ASV136,0,0,0,0,0,68,0,0,0,0,0,0,54,40,0,22,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV137,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV138,0,0,0,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.97,Sordariales,0.96,Lasiosphaeriaceae,0.84,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,167,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Melanogastraceae,1.00,Melanogaster,1.00,,,+,Genus,Melanogaster,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster"
ASV14,0,0,104,690,986,423,0,0,0,226,2251,0,0,76,116,0,0,155,226,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,1.00,Lasiosphaeriaceae,0.99,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV141,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.99,Sordariomycetes,0.95,Hypocreales,0.94,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV142,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV143,0,35,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.93,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV144,0,33,0,45,0,0,0,0,0,5,89,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.98,Capnodiales,0.98,Davidiellaceae,0.98,Cladosporium,0.98,,,+,Genus,Cladosporium,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Capnodiales,f:Davidiellaceae,g:Cladosporium"
ASV145,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV146,0,58,0,44,0,0,0,6,0,0,62,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,,,,,,,,,,,+,Phylum,Basidiomycota,"k:Fungi,p:Basidiomycota"
ASV147,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,0.99,Agaricomycetes,0.99,Geastrales,0.81,,,,,,,+,Order,Geastrales,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Geastrales"
ASV148,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Leotiomycetes,0.97,Thelebolales,0.97,Thelebolaceae,0.97,,,,,+,Family,Thelebolaceae,"k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae"
ASV149,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,,,,,,,+,Order,Hypocreales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales"
ASV150,0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV151,0,116,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.99,Sordariales,0.98,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV152,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,0.99,,,+,Genus,Fusarium,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
ASV154,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV156,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Microbotryomycetes,1.00,Leucosporidiales,1.00,,,,,,,+,Order,Leucosporidiales,"k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Leucosporidiales"
ASV157,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,0.99,Lasiosphaeriaceae,0.91,,,,,+,Family,Lasiosphaeriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae"
ASV159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV16,699,0,0,0,0,0,0,0,2529,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Microascales,1.00,Microascaceae,0.83,Doratomyces,0.81,,,+,Genus,Doratomyces,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae,g:Doratomyces"
ASV162,0,10,0,18,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Lulworthiales,1.00,,,,,,,+,Order,Lulworthiales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Lulworthiales"
ASV164,0,83,0,36,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV166,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.97,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV168,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV169,0,8,5,17,0,6,0,0,0,0,95,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Bionectriaceae,0.99,Bionectria,0.99,Bionectria_sp.,0.99,+,Species,Bionectria_sp.,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Bionectriaceae,g:Bionectria,s:Bionectria_sp."
ASV17,0,2847,61,102,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,0.98,Sordariales,0.98,,,,,,,+,Order,Sordariales,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales"
ASV170,0,10,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,0.97,Nectriaceae,0.96,Nectria,0.96,,,+,Genus,Nectria,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Nectria"
ASV172,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,1.00,Fusarium_oxysporum,0.88,+,Species,Fusarium_oxysporum,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium,s:Fusarium_oxysporum"
ASV173,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.98,Saccharomycetes,0.95,Saccharomycetales,0.95,Saccharomycetaceae,0.95,Pichia,0.92,Pichia_fermentans,0.91,+,Species,Pichia_fermentans,"k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Saccharomycetaceae,g:Pichia,s:Pichia_fermentans"
ASV174,0,0,0,105,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV178,0,3,0,0,0,0,0,4,95,0,20,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.84,Pleosporales,0.84,,,,,,,+,Order,Pleosporales,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales"
ASV179,0,0,0,0,72,17,0,0,0,0,0,0,33,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Pezizomycetes,1.00,Pezizales,1.00,,,,,,,+,Order,Pezizales,"k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales"
ASV18,0,0,0,0,0,0,0,0,2707,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Tremellomycetes,1.00,Trichosporonales,1.00,Trichosporonaceae,1.00,,,,,+,Family,Trichosporonaceae,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae"
ASV180,0,0,0,0,0,79,0,0,0,0,0,0,42,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV183,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,,,,,,,,,,,,,+,Kingdom,Fungi,k:Fungi
ASV184,0,42,0,15,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Diaporthales,1.00,Valsaceae,1.00,Cytospora,0.97,Cytospora_predappioensis,0.94,+,Species,Cytospora_predappioensis,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Cytospora,s:Cytospora_predappioensis"
ASV185,0,0,0,68,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.95,Pleosporales,0.95,Phaeosphaeriaceae,0.95,Sclerostagonospora,0.95,Sclerostagonospora_sp.,0.95,+,Species,Sclerostagonospora_sp.,"k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Sclerostagonospora,s:Sclerostagonospora_sp."
ASV186,0,21,0,26,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Dothideomycetes,0.99,,,,,,,,,+,Class,Dothideomycetes,"k:Fungi,p:Ascomycota,c:Dothideomycetes"
ASV187,0,10,0,18,0,0,0,0,0,0,83,0,0,0,0,2,0,0,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Strophariaceae,1.00,Hypholoma,1.00,Hypholoma_sublateritium,1.00,+,Species,Hypholoma_sublateritium,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Hypholoma,s:Hypholoma_sublateritium"
ASV188,0,0,0,0,0,84,0,0,0,0,0,0,29,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.99,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV189,0,0,0,0,0,0,93,0,0,20,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,0.92,,,,,,,,,,,+,Phylum,Ascomycota,"k:Fungi,p:Ascomycota"
ASV19,0,798,605,222,0,64,0,0,0,26,407,0,11,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Sordariales,0.99,Sordariaceae,0.86,Sordaria,0.86,Sordaria_araneosa,0.86,+,Species,Sordaria_araneosa,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Sordariaceae,g:Sordaria,s:Sordaria_araneosa"
ASV191,0,14,0,14,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Eurotiomycetes,0.99,Chaetothyriales,0.99,Chaetothyriaceae,0.99,Cyphellophora,0.99,Cyphellophora_sessilis,0.99,+,Species,Cyphellophora_sessilis,"k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales,f:Chaetothyriaceae,g:Cyphellophora,s:Cyphellophora_sessilis"
ASV192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,50,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Boletales,1.00,Melanogastraceae,1.00,Melanogaster,1.00,,,+,Genus,Melanogaster,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Melanogastraceae,g:Melanogaster"
ASV193,0,0,0,0,0,0,0,10,0,0,18,0,0,0,0,0,0,82,0,0,Fungi,1.00,Basidiomycota,1.00,Agaricomycetes,1.00,Agaricales,1.00,Strophariaceae,1.00,Hypholoma,1.00,Hypholoma_capnoides,1.00,+,Species,Hypholoma_capnoides,"k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Hypholoma,s:Hypholoma_capnoides"
ASV194,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,,,,,+,Family,Nectriaceae,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae"
ASV197,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Hypocreales,1.00,Nectriaceae,1.00,Fusarium,1.00,,,+,Genus,Fusarium,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Nectriaceae,g:Fusarium"
ASV198,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,Fungi,1.00,Basidiomycota,0.98,Tremellomycetes,0.96,Tremellales,0.94,,,,,,,+,Order,Tremellales,"k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales"
ASV199,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,Fungi,1.00,Ascomycota,1.00,Sordariomycetes,1.00,Xylariales,0.97,Xylariaceae,0.97,Nemania,0.97,Nemania_maritima,0.97,+,Species,Nemania_maritima,"k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Nemania,s:Nemania_maritima"
