ASV218	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.91),o:Pleosporales(0.79),f:Pleosporales_incertae_sedis(0.41),g:Didymella(0.36),s:Didymella_vitalbina(0.36)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes
ASV22	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),f:Ascobolaceae(1.00),g:Ascobolus(1.00),s:Ascobolus_sp._CA01(0.99)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus_sp._CA01
ASV221	k:Fungi(1.00),p:Basidiomycota(0.98),c:Tremellomycetes(0.80),o:Tremellales(0.72),f:Tremellaceae(0.66),g:Cryptococcus(0.63),s:Cryptococcus_sp.(0.63)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes
ASV223	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),f:Pyronemataceae(1.00),g:Cheilymenia(1.00),s:Cheilymenia_stercorea(1.00)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Pyronemataceae,g:Cheilymenia,s:Cheilymenia_stercorea
ASV228	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.95),o:Pleosporales(0.95),f:Leptosphaeriaceae(0.95)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Leptosphaeriaceae
ASV231	k:Fungi(1.00),p:Ascomycota(1.00),c:Leotiomycetes(0.88),o:Rhytismatales(0.56),f:Rhytismataceae(0.56),g:Phacidiopycnis(0.53),s:Phacidiopycnis_sp._stklk6(0.36)	+	k:Fungi,p:Ascomycota,c:Leotiomycetes
ASV232	k:Fungi(1.00),p:Ascomycota(1.00),c:Eurotiomycetes(1.00),o:Chaetothyriales(1.00)	+	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
ASV233	k:Fungi(1.00),p:Ascomycota(1.00),c:Leotiomycetes(1.00),o:Helotiales(1.00),g:Pilidium(1.00),s:Pilidium_concavum(1.00)	+	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium,s:Pilidium_concavum
ASV234	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.95),o:Mycosphaerellales(0.60),f:Teratosphaeriaceae(0.35),g:Teratosphaeria(0.23),s:Teratosphaeria_alistairii(0.07)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes
ASV219	k:Fungi(1.00),p:Ascomycota(0.96),c:Sordariomycetes(0.93),o:Hypocreales(0.93),f:Cordycipitaceae(0.32),g:Cordyceps(0.18),s:Cordyceps_gunnii(0.18)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
ASV235	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),f:Phaeosphaeriaceae(1.00)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae
ASV236	k:Fungi(1.00),p:Ascomycota(0.96),c:Saccharomycetes(0.94),o:Saccharomycetales(0.94),f:Dipodascaceae(0.93),g:Galactomyces(0.92),s:Galactomyces_sp._BPY-54(0.57)	+	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales,f:Dipodascaceae,g:Galactomyces
ASV238	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Microascales(0.97),f:Microascaceae(0.97),g:Scopulariopsis(0.49),s:Scopulariopsis_brevicaulis(0.48)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Microascales,f:Microascaceae
ASV23	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),g:Peyronellaea(0.95),s:Peyronellaea_calorpreferens(0.72)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Peyronellaea
ASV239	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Filobasidiales(0.79),f:Filobasidiaceae(0.79),g:Goffeauzyma(0.79),s:Goffeauzyma_gilvescens(0.79)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes
ASV24	k:Fungi(1.00),p:Ascomycota(0.99),c:Dothideomycetes(0.67),o:Pleosporales(0.67),f:Nigrogranaceae(0.63),g:Nigrograna(0.63)	+	k:Fungi,p:Ascomycota
ASV241	k:Fungi(1.00),p:Ascomycota(0.30),c:Saccharomycetes(0.13),o:Saccharomycetales(0.13),f:Saccharomycetaceae(0.05),g:Candida(0.03),s:Candida_intermedia(0.02)	+	k:Fungi
ASV244	k:Fungi(1.00),p:Ascomycota(0.99),c:Dothideomycetes(0.97),o:Pleosporales(0.97),f:Phaeosphaeriaceae(0.97),g:Sclerostagonospora(0.97),s:Sclerostagonospora_sp.(0.97)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Phaeosphaeriaceae,g:Sclerostagonospora,s:Sclerostagonospora_sp.
ASV245	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Psathyrellaceae(0.98),g:Coprinellus(0.98),s:Coprinellus_micaceus(0.94)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus,s:Coprinellus_micaceus
ASV248	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),f:Pleosporales_incertae_sedis(0.96),g:Coniothyrium(0.96),s:Coniothyrium_fuckelii(0.96)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporales_incertae_sedis,g:Coniothyrium,s:Coniothyrium_fuckelii
ASV250	k:Fungi(1.00),p:Basidiomycota(1.00),c:Cystobasidiomycetes(0.99),o:Cystobasidiales(0.99),f:Cystobasidiaceae(0.99),g:Cystobasidium(0.99),s:Cystobasidium_slooffiae(0.99)	+	k:Fungi,p:Basidiomycota,c:Cystobasidiomycetes,o:Cystobasidiales,f:Cystobasidiaceae,g:Cystobasidium,s:Cystobasidium_slooffiae
ASV253	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),g:Peyronellaea(0.89),s:Peyronellaea_glomerata(0.83)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,g:Peyronellaea,s:Peyronellaea_glomerata
ASV252	k:Fungi(1.00),p:Ascomycota(1.00),c:Ascomycota_class_incertae_sedis(0.98),o:Ascomycota_order_incertae_sedis(0.98),f:Ascomycota_family_incertae_sedis(0.98),g:Trichocladium(0.92),s:Trichocladium_asperum(0.92)	+	k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Trichocladium,s:Trichocladium_asperum
ASV255	k:Fungi(1.00),p:Ascomycota(1.00),c:Ascomycota_class_incertae_sedis(1.00),o:Ascomycota_order_incertae_sedis(1.00),f:Ascomycota_family_incertae_sedis(1.00),g:Preussia(1.00),s:Preussia_minima(0.53)	+	k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Preussia
ASV257	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Diaporthales(1.00),f:Valsaceae(1.00),g:Valsa(0.98),s:Valsa_sp._G97(0.57)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Diaporthales,f:Valsaceae,g:Valsa
ASV259	k:Fungi(1.00),p:Basidiomycota(0.58),c:Agaricomycetes(0.52),o:Agaricales(0.25),f:Inocybaceae(0.05),g:Inocybe(0.04),s:Inocybe_sphaerospora(0.01)	+	k:Fungi
ASV243	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Psathyrellaceae(0.94),g:Coprinellus(0.93),s:Coprinellus_impatiens(0.49)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinellus
ASV25	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),g:Trichobolus(0.99),s:Trichobolus_sp._zukalii-CA01(0.99)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_sp._zukalii-CA01
ASV263	k:Fungi(1.00),p:Ascomycota(1.00),c:Ascomycota_class_incertae_sedis(0.69),o:Ascomycota_order_incertae_sedis(0.69),f:Ascomycota_family_incertae_sedis(0.69),g:Preussia(0.69),s:Preussia_africana(0.48)	+	k:Fungi,p:Ascomycota
ASV264	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Polyporales(1.00),f:Polyporaceae(0.83),g:Trametes(0.83),s:Trametes_versicolor(0.83)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Polyporales,f:Polyporaceae,g:Trametes,s:Trametes_versicolor
ASV265	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Physalacriaceae(0.99),g:Armillaria(0.99),s:Armillaria_ostoyae(0.63)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Physalacriaceae,g:Armillaria
ASV267	k:Fungi(1.00),p:Ascomycota(0.82),c:Leotiomycetes(0.17),o:Helotiales(0.17),f:Orbiliaceae(0.15),g:Orbilia(0.14),s:Orbilia_aprilis(0.07)	+	k:Fungi,p:Ascomycota
ASV269	k:Fungi(1.00),p:Ascomycota(1.00),c:Taphrinomycetes(1.00),o:Taphrinales(1.00),f:Taphrinaceae(1.00),g:Lalaria(0.98),s:Lalaria_carpini(0.50)	+	k:Fungi,p:Ascomycota,c:Taphrinomycetes,o:Taphrinales,f:Taphrinaceae,g:Lalaria
ASV27	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Phallales(1.00),f:Phallaceae(1.00),g:Phallus(1.00),s:Phallus_impudicus(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Phallales,f:Phallaceae,g:Phallus,s:Phallus_impudicus
ASV273	k:Fungi(1.00),p:Ascomycota(0.64),c:Saccharomycetes(0.47),o:Saccharomycetales(0.47)	+	k:Fungi
ASV276	k:Fungi(1.00),p:Basidiomycota(0.40),c:Agaricomycetes(0.23),o:Agaricales(0.07),f:Entolomataceae(0.03),g:Entoloma(0.02),s:Entoloma_flavidum(0.01)	+	k:Fungi
ASV274	k:Fungi(1.00),p:Ascomycota(1.00),c:Leotiomycetes(0.99),o:Thelebolales(0.99),f:Thelebolaceae(0.99)	+	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Thelebolales,f:Thelebolaceae
ASV277	k:Fungi(1.00),p:Ascomycota(0.89),c:Saccharomycetes(0.83),o:Saccharomycetales(0.83),f:Dipodascaceae(0.79),g:Galactomyces(0.61),s:Galactomyces_candidus(0.38)	+	k:Fungi,p:Ascomycota,c:Saccharomycetes,o:Saccharomycetales
ASV278	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Hypocreales(1.00),f:Flammocladiellaceae(0.89),g:Flammocladiella(0.89),s:Flammocladiella_decora(0.89)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Flammocladiellaceae,g:Flammocladiella,s:Flammocladiella_decora
ASV279	k:Fungi(1.00),p:Basidiomycota(0.52),c:Agaricomycetes(0.47),o:Agaricales(0.31),f:Inocybaceae(0.05),g:Inocybe(0.05),s:Inocybe_aff._perlata_TENN_062740(0.01)	+	k:Fungi
ASV271	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Chaetosphaeriales(1.00),f:Chaetosphaeriaceae(1.00),g:Chaetosphaeria(1.00),s:Chaetosphaeria_ovoidea(0.99)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Chaetosphaeriales,f:Chaetosphaeriaceae,g:Chaetosphaeria,s:Chaetosphaeria_ovoidea
ASV28	k:Fungi(1.00),p:Basidiomycota(0.96),c:Agaricomycetes(0.96),o:Agaricales(0.95),f:Bolbitiaceae(0.85),g:Conocybe(0.83),s:Conocybe_deliquescens(0.23)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Bolbitiaceae,g:Conocybe
ASV272	k:Fungi(1.00),p:Basidiomycota(0.95),c:Tremellomycetes(0.95),o:Tremellales(0.92),f:Tremellaceae(0.78),g:Cryptococcus(0.71),s:Cryptococcus_victoriae(0.57)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales
ASV280	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Corticiales(1.00),f:Corticiaceae(0.99),g:Vuilleminia(0.99),s:Vuilleminia_comedens(0.99)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Corticiales,f:Corticiaceae,g:Vuilleminia,s:Vuilleminia_comedens
ASV282	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Sordariales(1.00),f:Lasiosphaeriaceae(1.00),g:Podospora(1.00),s:Podospora_pyriformis(1.00)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora,s:Podospora_pyriformis
ASV284	k:Fungi(1.00),p:Basidiomycota(0.56),c:Agaricomycetes(0.53),o:Boletales(0.24),f:Boletaceae(0.23),g:Tylopilus(0.23),s:Tylopilus_cf._balloui(0.23)	+	k:Fungi
ASV285	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(0.99),o:Coniochaetales(0.90),f:Coniochaetaceae(0.90),g:Coniochaeta(0.67),s:Coniochaeta_luteoviridis(0.31)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Coniochaetales,f:Coniochaetaceae
ASV288	k:Fungi(1.00),p:Ascomycota(0.99),c:Leotiomycetes(0.99),o:Helotiales(0.99),f:Hyaloscyphaceae(0.99),g:Lachnellula(0.99),s:Lachnellula_sp._hyalina-CA02(0.39)	+	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,f:Hyaloscyphaceae,g:Lachnellula
ASV292	k:Fungi(1.00),p:Ascomycota(1.00),c:Eurotiomycetes(1.00),o:Chaetothyriales(1.00)	+	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
ASV29	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),f:Ascobolaceae(1.00),g:Ascobolus(1.00),s:Ascobolus_sp._CA01(1.00)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,f:Ascobolaceae,g:Ascobolus,s:Ascobolus_sp._CA01
ASV297	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Xylariales(1.00),f:Xylariaceae(1.00)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae
ASV293	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.99),o:Pleosporales(0.99),f:Lentitheciaceae(0.67),g:Keissleriella(0.67),s:Keissleriella_sp._CA01(0.33)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
ASV296	k:Fungi(1.00),p:Ascomycota(0.98),c:Dothideomycetes(0.75),o:Pleosporales(0.75),g:Letendraea(0.71),s:Letendraea_sp.(0.71)	+	k:Fungi,p:Ascomycota
ASV295	k:Fungi(1.00),p:Basidiomycota(1.00)	+	k:Fungi,p:Basidiomycota
ASV289	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(1.00),o:Sporidiobolales(1.00),f:Sporidiobolaceae(1.00),g:Rhodotorula(1.00),s:Rhodotorula_sp._HB_1211(0.70)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula
ASV3	k:Fungi(1.00),p:Ascomycota(1.00)	+	k:Fungi,p:Ascomycota
ASV30	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),g:Trichobolus(1.00),s:Trichobolus_sp._zukalii-CA01(1.00)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_sp._zukalii-CA01
ASV302	k:Fungi(1.00),p:Basidiomycota(0.53),c:Agaricomycetes(0.40),o:Agaricales(0.12),f:Amanitaceae(0.05),g:Amanita(0.05),s:Amanita_caesareoides(0.02)	+	k:Fungi
ASV300	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.80),o:Pleosporales(0.80),g:Atradidymella(0.53),s:Atradidymella_muscivora(0.53)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
ASV290	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Mycosphaerellales(0.91),f:Mycosphaerellaceae(0.91),g:Ramularia(0.91),s:Ramularia_vizellae(0.90)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales,f:Mycosphaerellaceae,g:Ramularia,s:Ramularia_vizellae
ASV301	k:Fungi(1.00),p:Basidiomycota(1.00),c:Pucciniomycetes(0.83),o:Pucciniales(0.83),f:Uropyxidaceae(0.83),g:Ochropsora(0.83),s:Ochropsora_ariae(0.83)	+	k:Fungi,p:Basidiomycota,c:Pucciniomycetes,o:Pucciniales,f:Uropyxidaceae,g:Ochropsora,s:Ochropsora_ariae
ASV303	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Tremellales(1.00),f:Tremellaceae(1.00),g:Papiliotrema(0.97),s:Papiliotrema_flavescens(0.97)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Papiliotrema,s:Papiliotrema_flavescens
ASV306	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Hypocreales(1.00),f:Hypocreaceae(1.00),g:Trichoderma(1.00),s:Trichoderma_sp._GD25b(0.87)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Hypocreaceae,g:Trichoderma,s:Trichoderma_sp._GD25b
ASV307	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Xylariales(1.00),f:Xylariaceae(1.00),g:Lopadostoma(1.00),s:Lopadostoma_sp.(0.75)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Xylariaceae,g:Lopadostoma
ASV31	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Psathyrellaceae(1.00),g:Coprinopsis(1.00),s:Coprinopsis_semitalis(1.00)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Psathyrellaceae,g:Coprinopsis,s:Coprinopsis_semitalis
ASV308	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Agaricales(1.00),f:Strophariaceae(1.00),g:Hypholoma(1.00),s:Hypholoma_fasciculare(0.55)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Agaricales,f:Strophariaceae,g:Hypholoma
ASV311	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),f:Pleosporaceae(1.00),g:Pyrenochaeta(0.99),s:Pyrenochaeta_cava(0.99)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporaceae,g:Pyrenochaeta,s:Pyrenochaeta_cava
ASV312	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(0.97),o:Hypocreales(0.96),f:Bionectriaceae(0.77),g:Acremonium(0.77),s:Acremonium_sp.(0.75)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales
ASV313	k:Fungi(1.00),p:Basidiomycota(0.99),c:Tremellomycetes(0.99),o:Tremellales(0.99),f:Tremellaceae(0.99),g:Bulleribasidium(0.99),s:Bulleribasidium_oberjochense(0.99)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Tremellales,f:Tremellaceae,g:Bulleribasidium,s:Bulleribasidium_oberjochense
ASV314	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Xylariales(1.00),f:Diatrypaceae(1.00),g:Diatrypella(0.79),s:Diatrypella_pulvinata(0.65)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Xylariales,f:Diatrypaceae
ASV316	k:Fungi(1.00),p:Ascomycota(0.63),c:Saccharomycetes(0.12),o:Saccharomycetales(0.12),f:Dipodascaceae(0.05),g:Dipodascus(0.02),s:Dipodascus_tetrasporeus(0.02)	+	k:Fungi
ASV304	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(0.84),o:Sordariales(0.25),f:Lasiosphaeriaceae(0.14),g:Cercophora(0.08),s:Cercophora_sulphurella(0.04)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes
ASV317	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
ASV319	k:Fungi(1.00),p:Ascomycota(0.85),c:Lecanoromycetes(0.43),o:Lecanorales(0.37),f:Collemataceae(0.36),g:Leptogium(0.36),s:Leptogium_coralloideum(0.19)	+	k:Fungi,p:Ascomycota
ASV310	k:Fungi(1.00),p:Basidiomycota(0.60),c:Agaricomycetes(0.48),o:Agaricales(0.25),f:Amanitaceae(0.12),g:Amanita(0.12),s:Amanita_citrina(0.04)	+	k:Fungi
ASV32	k:Fungi(1.00),p:Ascomycota(1.00),c:Leotiomycetes(1.00),o:Helotiales(1.00),g:Pilidium(1.00),s:Pilidium_concavum(1.00)	+	k:Fungi,p:Ascomycota,c:Leotiomycetes,o:Helotiales,g:Pilidium,s:Pilidium_concavum
ASV322	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00),f:Pleosporales_incertae_sedis(0.97),g:Paraconiothyrium(0.91),s:Paraconiothyrium_sporulosum(0.91)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales,f:Pleosporales_incertae_sedis,g:Paraconiothyrium,s:Paraconiothyrium_sporulosum
ASV324	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Cystofilobasidiales(1.00),g:Mrakia(1.00),s:Mrakia_aquatica(1.00)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Cystofilobasidiales,g:Mrakia,s:Mrakia_aquatica
ASV325	k:Fungi(1.00),p:Basidiomycota(1.00),c:Agaricomycetes(1.00),o:Boletales(1.00),f:Boletaceae(1.00),g:Leccinellum(0.98)	+	k:Fungi,p:Basidiomycota,c:Agaricomycetes,o:Boletales,f:Boletaceae,g:Leccinellum
ASV327	k:Fungi(1.00),p:Ascomycota(0.49),c:Dothideomycetes(0.24),o:Pleosporales(0.20),g:Zeloasperisporium(0.10),s:Zeloasperisporium_hyphopodioides(0.10)	+	k:Fungi
ASV328	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Trichosphaeriales(1.00)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Trichosphaeriales
ASV33	k:Fungi(1.00),p:Ascomycota(1.00),c:Pezizomycetes(1.00),o:Pezizales(1.00),g:Trichobolus(1.00),s:Trichobolus_zukalii(1.00)	+	k:Fungi,p:Ascomycota,c:Pezizomycetes,o:Pezizales,g:Trichobolus,s:Trichobolus_zukalii
ASV330	k:Fungi(1.00),p:Ascomycota(1.00),c:Eurotiomycetes(1.00),o:Onygenales(1.00),g:Emmonsia(0.76),s:Emmonsia_parva(0.31)	+	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Onygenales
ASV331	k:Fungi(1.00),p:Ascomycota(1.00),c:Ascomycota_class_incertae_sedis(0.99),o:Ascomycota_order_incertae_sedis(0.99),f:Ascomycota_family_incertae_sedis(0.99),g:Preussia(0.99),s:Preussia_sp._3305(0.63)	+	k:Fungi,p:Ascomycota,c:Ascomycota_class_incertae_sedis,o:Ascomycota_order_incertae_sedis,f:Ascomycota_family_incertae_sedis,g:Preussia
ASV334	k:Fungi(1.00),p:Ascomycota(1.00),c:Eurotiomycetes(0.99),o:Chaetothyriales(0.99)	+	k:Fungi,p:Ascomycota,c:Eurotiomycetes,o:Chaetothyriales
ASV335	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Sordariales(1.00),f:Lasiosphaeriaceae(0.95)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae
ASV336	k:Fungi(1.00),p:Basidiomycota(1.00),c:Tremellomycetes(1.00),o:Trichosporonales(1.00),f:Trichosporonaceae(1.00),g:Cutaneotrichosporon(0.52),s:Cutaneotrichosporon_moniliiforme(0.36)	+	k:Fungi,p:Basidiomycota,c:Tremellomycetes,o:Trichosporonales,f:Trichosporonaceae
ASV337	k:Fungi(1.00),p:Ascomycota(0.99),c:Ascomycota_class_incertae_sedis(0.47),o:Ascomycota_order_incertae_sedis(0.47),f:Ascomycota_family_incertae_sedis(0.47),g:Preussia(0.47),s:Preussia_africana(0.46)	+	k:Fungi,p:Ascomycota
ASV326	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(1.00),o:Hypocreales(1.00),f:Cordycipitaceae(1.00),g:Beauveria(1.00),s:Beauveria_bassiana(1.00)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Hypocreales,f:Cordycipitaceae,g:Beauveria,s:Beauveria_bassiana
ASV329	k:Fungi(1.00),p:Ascomycota(0.98),c:Dothideomycetes(0.91),o:Mycosphaerellales(0.88),f:Teratosphaeriaceae(0.48),g:Xenophacidiella(0.20),s:Xenophacidiella_pseudocatenata(0.20)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Mycosphaerellales
ASV340	k:Fungi(1.00),p:Basidiomycota(1.00),c:Microbotryomycetes(0.95),o:Sporidiobolales(0.95),f:Sporidiobolaceae(0.95),g:Rhodotorula(0.95),s:Rhodotorula_sp.(0.93)	+	k:Fungi,p:Basidiomycota,c:Microbotryomycetes,o:Sporidiobolales,f:Sporidiobolaceae,g:Rhodotorula,s:Rhodotorula_sp.
ASV339	k:Fungi(1.00),p:Ascomycota(0.99),c:Sordariomycetes(0.98),o:Sordariales(0.95),f:Lasiosphaeriaceae(0.93),g:Podospora(0.88),s:Podospora_multipilosa(0.44)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes,o:Sordariales,f:Lasiosphaeriaceae,g:Podospora
ASV341	k:Fungi(1.00),p:Ascomycota(1.00),c:Sordariomycetes(0.99),o:Diaporthales(0.64),f:Togniniaceae(0.64),g:Togninia(0.64),s:Togninia_sp._CBS_122685(0.32)	+	k:Fungi,p:Ascomycota,c:Sordariomycetes
ASV342	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(1.00),o:Pleosporales(1.00)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
ASV345	k:Fungi(1.00),p:Ascomycota(1.00),c:Dothideomycetes(0.84),o:Pleosporales(0.84),f:Teichosporaceae(0.77),g:Teichospora(0.77),s:Teichospora_sp.(0.77)	+	k:Fungi,p:Ascomycota,c:Dothideomycetes,o:Pleosporales
